DATE,GID,CUSTOMER_CLASS,CUSTOMER_ADDRESS,A10,A20,A30,A40,A50,A60,TOTAL,WD_A10,WD_A20,WD_A30,WD_A40,WD_A50,WD_A60,WD_TOTAL,HD_A10,HD_A20,HD_A30,HD_A40,HD_A50,HD_A60,HD_TOTAL
20230101,15,내국인,관내,113.66,33.96,38.58,92.65,5.29,73.97,358.11,94.03,43.33,20.42,83.22,66.9,38.24,346.14,21.94,53.45,32.14,29.03,63.81,136.0,336.37
20230101,15,내국인,관외,147.93,14.55,84.1,84.93,37.9,145.37,514.78,130.26,127.27,30.52,10.07,13.37,33.72,345.2,126.28,17.31,127.89,74.53,28.49,30.02,404.53
20230101,16,내국인,관내,72.35,128.77,101.82,48.5,55.31,25.02,431.75,97.57,32.82,83.59,115.48,116.2,149.8,595.46,135.37,27.29,70.88,14.89,104.83,44.12,397.37
20230101,16,내국인,관외,110.13,93.1,22.54,125.91,114.06,65.94,531.69,116.91,10.23,57.93,109.03,25.8,74.03,393.94,53.02,110.83,11.19,80.5,138.51,117.45,511.49
20230101,17,내국인,관내,7.0,6.41,37.44,108.7,67.79,1.01,228.36,107.89,67.79,7.05,132.68,86.35,66.27,468.04,59.99,118.74,139.73,86.58,38.12,75.17,518.33
20230101,17,내국인,관외,74.87,22.29,33.85,96.93,145.41,125.39,498.75,16.4,47.89,111.72,81.87,31.85,19.01,308.73,148.92,2.92,18.41,96.13,97.04,144.59,508.01
20230101,18,내국인,관내,87.43,9.13,62.12,48.82,48.38,37.5,293.37,101.49,88.43,140.42,0.13,48.72,117.69,496.89,109.75,100.64,147.3,93.24,144.36,62.55,657.84
20230101,18,내국인,관외,75.73,99.51,85.0,109.97,146.15,80.62,596.98,135.4,114.89,89.92,103.66,96.54,87.21,627.61,105.6,134.54,36.08,41.34,61.49,146.23,525.3
20230101,19,내국인,관내,56.16,146.22,54.57,118.88,9.42,79.21,464.47,51.99,126.18,41.48,106.85,145.49,12.01,484.0,42.68,120.95,62.61,137.78,88.82,31.59,484.43
20230101,19,내국인,관외,113.73,79.15,9.75,9.77,78.09,111.66,402.15,101.63,101.54,5.6,109.69,6.83,32.49,357.78,103.35,103.12,122.57,37.03,12.93,85.27,464.28
20230101,20,내국인,관내,121.18,126.02,108.95,69.98,77.85,119.88,623.87,70.41,21.94,91.15,63.49,113.02,99.71,459.71,45.13,12.29,122.82,15.55,44.37,12.16,252.32
20230101,20,내국인,관외,131.75,110.45,97.65,7.93,48.61,139.9,536.29,41.81,99.24,10.07,101.55,51.22,143.23,447.13,56.01,112.34,128.83,72.89,64.68,77.36,512.12
20230101,21,내국인,관내,112.54,4.71,124.7,23.46,67.86,76.23,409.5,76.22,105.42,144.0,119.87,74.26,102.83,622.62,134.89,95.92,40.68,39.95,114.12,59.58,485.14
20230101,21,내국인,관외,43.02,21.81,11.4,128.84,2.32,7.65,215.04,61.39,123.6,39.66,141.23,37.38,128.88,532.13,111.59,135.24,110.8,12.65,89.26,96.06,555.59
20230101,22,내국인,관내,52.46,57.25,45.26,90.29,113.63,26.68,385.56,24.52,29.47,6.28,144.24,43.92,117.01,365.45,51.0,30.43,13.9,142.96,95.27,95.38,428.94
20230101,22,내국인,관외,16.36,57.25,114.83,149.53,32.5,7.64,378.11,120.78,47.94,18.55,76.05,37.52,86.51,387.35,26.59,134.55,51.26,147.25,87.6,125.91,573.16
20230101,23,내국인,관내,15.71,28.27,116.18,87.35,96.85,48.74,393.12,86.14,72.96,116.23,113.32,108.54,75.74,572.93,127.07,98.69,79.88,72.25,68.08,45.24,491.2
20230101,23,내국인,관외,133.51,83.95,11.58,117.54,56.31,134.72,537.61,32.94,62.76,37.02,106.22,116.18,89.08,444.2,66.46,14.87,33.7,24.34,38.48,106.68,284.55
20230101,24,내국인,관내,43.52,74.64,140.94,86.87,94.6,67.15,507.7,96.64,22.52,15.27,99.36,85.66,104.47,423.92,34.35,114.85,123.86,49.32,103.98,70.01,496.37
20230101,24,내국인,관외,45.23,4.53,100.17,119.42,57.54,116.01,442.9,127.6,98.37,27.57,96.27,123.02,94.19,567.02,61.53,4.59,11.13,23.47,132.54,79.92,313.19
20230101,25,내국인,관내,51.3,2.43,1.25,34.47,58.25,12.23,159.94,47.81,102.54,68.57,128.58,36.73,23.69,407.92,102.67,130.19,92.43,42.47,118.27,28.23,514.27
20230101,25,내국인,관외,3.96,70.1,130.87,19.59,10.35,65.6,300.47,30.86,60.97,7.11,71.55,132.62,98.02,401.13,8.51,36.7,48.11,127.0,124.72,65.44,410.48
20230101,26,내국인,관내,95.13,94.05,147.34,123.09,60.23,7.55,527.38,71.93,52.88,112.31,21.28,134.19,64.59,457.18,41.44,58.56,64.66,121.66,94.53,101.37,482.21
20230101,26,내국인,관외,90.52,17.02,42.45,113.39,76.56,11.12,351.05,75.44,72.83,3.86,133.84,13.71,16.5,316.17,53.06,4.45,135.75,53.44,47.9,30.96,325.55
20230101,27,내국인,관내,16.13,83.72,117.19,47.32,105.33,124.43,494.12,5.11,99.42,80.86,63.03,22.77,100.0,371.19,39.09,17.04,6.79,115.43,51.13,3.89,233.38
20230101,27,내국인,관외,124.46,74.38,147.0,65.93,1.29,97.15,510.21,81.52,43.14,119.81,31.24,129.95,119.72,525.38,127.32,125.19,41.8,140.71,140.58,72.53,648.13
20230101,28,내국인,관내,98.18,125.11,90.05,59.12,76.1,47.98,496.55,83.13,43.11,130.79,77.88,120.17,128.88,583.96,4.8,83.91,45.49,100.04,32.04,20.55,286.83
20230101,28,내국인,관외,68.74,29.11,89.52,96.24,69.99,14.03,367.63,21.69,112.79,94.58,140.46,32.33,132.54,534.39,122.11,18.84,14.44,49.01,79.32,33.82,317.53
20230101,29,내국인,관내,42.78,104.88,95.03,97.94,107.55,43.8,491.98,138.12,100.9,79.85,109.08,32.99,119.76,580.69,97.7,137.74,4.23,40.54,96.41,18.2,394.83
20230101,29,내국인,관외,116.45,136.92,49.82,32.91,10.48,7.69,354.27,23.09,83.12,101.07,106.31,45.17,149.71,508.47,23.55,84.41,20.76,99.89,26.72,108.26,363.58
20230101,30,내국인,관내,15.21,135.69,118.43,63.34,119.26,48.56,500.5,15.55,34.32,113.65,127.14,142.87,7.92,441.44,63.42,123.91,142.81,17.06,50.26,2.73,400.18
20230101,30,내국인,관외,16.78,74.02,24.84,139.33,66.04,102.36,423.36,119.54,123.46,21.07,129.52,117.25,80.62,591.46,44.29,129.09,102.94,85.24,123.95,134.6,620.1
20230101,31,내국인,관내,21.39,52.84,140.09,14.82,3.92,21.8,254.86,94.33,16.01,103.58,108.99,10.82,45.94,379.67,119.91,25.74,146.49,59.44,41.23,27.75,420.57
20230101,31,내국인,관외,107.37,74.86,6.05,62.11,19.26,86.66,356.3,20.49,74.61,145.74,121.54,121.91,25.94,510.23,70.8,146.1,123.37,132.37,40.25,14.39,527.27
20230101,32,내국인,관내,28.07,119.75,47.04,65.75,98.61,84.66,443.89,81.45,30.66,41.57,36.42,29.39,42.9,262.39,146.59,18.36,3.6,34.56,128.99,7.96,340.07
20230101,32,내국인,관외,144.62,74.32,122.68,46.63,83.49,34.15,505.89,35.09,142.51,140.91,47.33,120.81,137.86,624.51,145.49,75.03,67.91,57.32,142.36,16.06,504.18
20230101,33,내국인,관내,2.33,41.06,117.31,139.86,130.28,88.33,519.16,7.51,145.63,129.99,65.5,35.68,125.76,510.07,65.9,3.15,10.54,142.13,138.9,129.7,490.33
20230101,33,내국인,관외,44.85,139.81,149.2,95.45,137.6,23.63,590.54,19.65,139.89,84.38,129.8,53.83,64.0,491.55,47.77,28.79,14.87,135.34,26.27,126.01,379.05
20230101,34,내국인,관내,120.6,25.58,28.3,128.0,106.41,78.63,487.52,97.45,62.85,9.78,149.45,21.32,100.87,441.72,142.88,82.42,119.76,74.82,123.86,146.19,689.93
20230101,34,내국인,관외,3.52,67.07,14.41,34.79,55.07,1.79,176.66,53.7,93.29,78.52,121.07,62.93,127.96,537.47,50.91,98.01,72.56,84.51,30.13,90.91,427.02
20230101,35,내국인,관내,66.43,137.87,99.12,133.35,12.45,82.23,531.45,83.41,72.09,98.61,39.66,10.57,141.4,445.74,80.38,25.21,102.56,29.97,103.96,71.34,413.43
20230101,35,내국인,관외,86.35,122.81,110.86,140.06,121.85,58.32,640.25,4.21,84.57,38.3,70.29,109.17,23.58,330.11,104.79,60.42,97.44,135.11,43.09,103.86,544.72
20230101,36,내국인,관내,81.69,123.97,29.81,7.67,140.89,103.17,487.19,15.1,87.01,6.55,21.13,135.54,28.58,293.91,9.69,97.23,53.13,134.83,8.46,77.05,380.39
20230101,36,내국인,관외,0.09,30.66,123.72,34.55,76.8,131.31,397.12,4.47,134.02,27.88,132.65,19.4,13.21,331.62,79.36,81.29,109.71,129.64,13.2,16.04,429.24
20230101,37,내국인,관내,61.52,77.23,19.7,34.87,46.55,61.21,301.09,86.53,134.5,70.68,66.01,108.51,109.09,575.32,2.14,52.24,134.09,139.43,111.53,8.94,448.37
20230101,37,내국인,관외,35.39,84.3,56.71,146.15,29.32,133.07,484.95,103.03,37.03,137.01,32.79,121.59,122.47,553.91,46.69,69.06,126.64,16.53,24.18,27.68,310.78
20230101,38,내국인,관내,16.88,44.92,65.82,81.39,104.4,25.8,339.2,136.26,54.65,7.23,28.85,136.82,106.71,470.53,132.11,98.9,25.42,84.8,21.45,68.95,431.62
20230101,38,내국인,관외,122.84,51.13,47.29,125.71,46.85,1.71,395.53,126.78,124.25,130.89,93.54,122.13,25.16,622.75,99.17,45.11,134.87,110.07,147.27,7.74,544.22
20230101,39,내국인,관내,116.95,141.4,146.46,65.39,8.1,37.91,516.2,62.94,59.51,61.18,25.63,148.3,75.41,432.97,92.68,50.99,69.81,83.48,140.69,29.78,467.43
20230101,39,내국인,관외,20.34,26.61,104.83,79.19,9.72,15.16,255.85,26.58,50.2,103.01,131.44,126.33,4.87,442.43,61.36,41.99,36.83,107.03,148.56,27.15,422.91
20230101,40,내국인,관내,139.32,100.52,85.76,123.99,126.17,32.46,608.22,21.6,114.43,80.01,71.58,13.75,36.13,337.51,102.93,21.05,36.51,67.41,20.19,123.42,371.52
20230101,40,내국인,관외,17.23,100.02,59.62,57.3,98.47,77.64,410.3,49.3,106.43,99.77,55.15,75.17,56.41,442.23,34.1,99.88,68.9,97.34,106.74,68.7,475.66
20230101,41,내국인,관내,32.67,15.94,61.59,58.1,139.56,127.01,434.86,17.72,80.66,53.91,138.55,81.28,78.77,450.89,144.31,32.01,135.04,17.86,13.14,51.43,393.78
20230101,41,내국인,관외,20.55,133.45,73.48,17.65,44.01,46.09,335.24,149.37,3.7,117.58,46.12,84.43,50.64,451.84,54.75,60.12,9.99,12.81,30.28,78.75,246.7
20230101,42,내국인,관내,112.52,53.01,50.0,118.89,75.61,107.75,517.78,36.37,47.21,68.98,63.41,76.59,12.8,305.35,26.73,143.75,46.23,57.89,7.86,136.8,419.26
20230101,42,내국인,관외,35.92,22.95,80.8,73.56,142.86,17.43,373.52,32.95,45.1,19.79,134.4,70.4,8.78,311.43,126.85,115.0,24.87,49.7,132.08,137.59,586.09
20230101,43,내국인,관내,107.87,121.42,108.42,115.76,37.53,142.05,633.04,137.81,26.85,25.37,92.76,27.25,105.17,415.21,68.25,23.81,105.59,106.27,105.18,70.63,479.73
20230101,43,내국인,관외,140.96,131.07,142.43,95.48,1.21,137.13,648.29,60.38,81.04,31.09,142.51,124.95,36.69,476.67,44.09,101.49,125.05,9.36,140.07,15.3,435.37
20230101,44,내국인,관내,48.4,29.7,91.5,81.1,6.45,19.59,276.75,61.87,55.4,6.36,74.97,1.84,13.61,214.06,98.08,6.76,13.19,58.54,40.43,108.96,325.96
20230101,44,내국인,관외,135.61,82.26,69.51,67.25,130.27,66.78,551.67,89.0,143.52,108.86,113.48,94.34,126.33,675.53,19.79,37.74,82.65,91.08,33.74,87.11,352.1
20230101,45,내국인,관내,79.77,140.55,113.01,98.29,14.7,143.24,589.56,88.53,69.06,71.34,76.87,100.85,125.13,531.77,44.61,99.95,137.32,102.47,38.86,42.99,466.19
20230101,45,내국인,관외,0.34,127.08,9.82,0.83,27.88,19.53,185.48,42.45,13.6,64.76,52.48,141.35,105.58,420.22,94.24,140.38,49.47,18.34,103.48,51.74,457.66
20230101,46,내국인,관내,79.75,115.99,70.31,16.36,93.89,19.26,395.55,80.77,57.91,15.38,85.78,145.67,123.37,508.87,149.22,58.69,0.7,78.04,144.48,118.92,550.05
20230101,46,내국인,관외,108.9,18.13,144.73,88.17,102.44,28.07,490.43,128.21,54.03,127.1,140.49,108.89,57.79,616.52,136.01,72.18,66.0,4.03,7.99,35.1,321.31
20230101,47,내국인,관내,82.75,53.61,66.23,120.81,49.27,121.58,494.25,101.92,38.48,123.9,129.65,95.68,68.22,557.85,44.08,34.19,100.26,61.01,91.76,128.51,459.81
20230101,47,내국인,관외,22.77,134.46,14.66,55.59,18.23,34.87,280.58,81.49,111.69,26.9,78.1,102.64,12.85,413.67,66.51,29.01,39.34,19.47,130.74,60.41,345.48
20230101,48,내국인,관내,75.52,91.51,59.36,67.59,59.32,119.68,472.98,20.13,3.82,99.35,142.98,144.17,76.43,486.89,91.76,75.21,71.87,0.05,79.17,83.48,401.55
20230101,48,내국인,관외,147.0,93.75,42.55,82.76,54.57,76.83,497.47,78.88,19.65,63.45,35.53,64.38,14.96,276.85,18.93,100.49,61.37,129.29,111.12,13.21,434.42
20230101,49,내국인,관내,55.89,75.19,80.81,51.78,5.0,61.33,330.0,93.76,38.53,75.57,122.08,40.93,90.65,461.52,36.85,69.84,71.5,123.48,15.74,93.83,411.23
20230101,49,내국인,관외,97.66,142.37,73.08,74.0,59.89,36.8,483.79,90.71,80.96,30.37,141.17,99.72,93.53,536.47,40.01,135.77,9.28,74.32,82.36,104.11,445.86
20230101,50,내국인,관내,75.06,132.72,23.48,7.69,115.62,119.75,474.32,23.61,18.63,123.92,104.08,88.73,112.3,471.27,126.72,90.51,51.92,53.26,96.92,143.34,562.68
20230101,50,내국인,관외,36.01,26.36,116.07,62.75,108.38,85.17,434.74,16.52,80.63,21.35,148.51,105.31,126.59,498.92,20.44,102.48,29.92,90.4,140.14,86.83,470.21
20230101,51,내국인,관내,44.72,55.62,27.95,8.38,149.53,87.91,374.11,73.93,88.51,75.66,68.53,28.69,87.62,422.92,95.79,133.4,51.56,124.46,116.41,54.83,576.45
20230101,51,내국인,관외,9.23,94.54,87.99,31.52,75.03,145.85,444.16,147.77,65.76,80.27,32.45,97.49,27.34,451.07,84.16,55.57,85.21,117.06,113.01,69.96,524.98
20230101,52,내국인,관내,88.96,84.25,110.84,19.8,122.58,100.2,526.63,112.58,146.81,6.58,138.11,109.85,90.81,604.74,23.03,76.21,36.65,20.74,43.23,108.16,308.03
20230101,52,내국인,관외,135.24,34.56,24.03,132.23,15.47,148.23,489.75,117.27,38.05,53.1,14.94,148.37,115.25,486.98,111.8,72.94,54.37,136.66,117.1,14.93,507.8
20230101,53,내국인,관내,123.72,35.45,35.3,16.42,26.89,32.88,270.66,77.67,27.44,103.96,141.48,1.22,74.39,426.16,111.17,139.71,109.66,132.87,86.54,106.82,686.76
20230101,53,내국인,관외,50.62,19.4,35.17,37.53,122.61,139.82,405.14,57.48,135.64,138.09,48.91,133.31,71.94,585.37,108.56,98.62,139.71,92.71,96.17,122.35,658.12
20230101,54,내국인,관내,122.64,118.68,120.17,40.05,28.36,57.82,487.72,68.77,93.53,17.3,134.23,35.01,14.46,363.29,127.61,75.68,38.6,146.21,108.54,51.97,548.61
20230101,54,내국인,관외,133.19,50.31,96.52,27.74,62.23,13.32,383.31,138.58,145.75,53.6,70.73,125.71,35.54,569.9,7.57,83.38,109.99,49.04,1.53,124.8,376.3
20230101,55,내국인,관내,117.0,107.95,131.63,93.49,45.09,127.52,622.68,38.01,111.64,137.31,123.65,78.14,118.92,607.66,121.26,2.6,33.38,71.37,56.66,91.42,376.69
20230101,55,내국인,관외,58.13,56.23,124.99,97.04,70.71,87.55,494.66,7.11,129.69,40.87,75.13,0.66,39.04,292.5,9.19,26.52,144.28,51.65,68.44,104.84,404.93
20230101,56,내국인,관내,3.87,138.26,73.68,117.06,42.82,117.71,493.4,70.1,124.62,127.29,27.95,1.37,18.02,369.35,38.43,39.93,119.56,17.64,137.49,77.48,430.53
20230101,56,내국인,관외,36.78,2.09,18.5,108.63,106.85,24.23,297.08,91.78,81.29,147.41,8.63,60.86,81.68,471.66,129.53,148.77,137.69,37.08,17.27,66.72,537.06
20230101,57,내국인,관내,90.97,46.5,10.27,110.9,115.73,90.46,464.83,32.99,15.43,60.06,140.8,124.91,69.97,444.15,32.28,116.08,10.24,122.17,107.24,109.48,497.5
20230101,57,내국인,관외,11.22,118.46,27.82,125.81,83.92,82.23,449.45,25.33,40.19,77.31,30.32,114.9,103.46,391.51,25.7,46.27,41.09,69.35,108.61,42.09,333.11
20230101,58,내국인,관내,119.14,74.18,60.78,25.51,127.25,57.59,464.45,54.82,3.28,43.76,75.79,125.32,110.46,413.43,100.9,56.67,31.1,7.53,128.8,148.74,473.74
20230101,58,내국인,관외,39.9,7.66,55.77,29.8,13.54,28.02,174.69,44.28,36.65,71.88,80.36,104.88,85.18,423.23,17.76,30.86,33.94,7.17,43.65,46.71,180.08
20230101,59,내국인,관내,108.78,7.61,143.1,81.24,3.94,45.01,389.67,121.59,41.48,35.1,40.04,24.86,101.1,364.16,80.2,32.72,16.19,64.15,69.89,17.4,280.56
20230101,59,내국인,관외,65.32,88.8,48.72,95.44,70.79,105.86,474.93,83.67,39.7,100.14,105.21,130.0,87.98,546.71,144.24,123.29,111.19,106.6,31.51,88.0,604.83
20230101,60,내국인,관내,103.16,27.12,27.13,20.35,87.77,34.88,300.4,60.85,17.84,46.46,92.82,51.2,32.17,301.33,103.84,87.25,123.74,65.03,23.33,65.97,469.16
20230101,60,내국인,관외,18.51,19.23,38.21,16.46,96.57,99.87,288.85,10.46,76.85,37.72,137.29,76.22,73.18,411.71,29.71,22.12,121.92,38.4,27.73,87.89,327.77
20230101,61,내국인,관내,77.12,111.91,130.02,34.0,81.21,121.66,555.92,59.18,109.53,17.14,35.01,64.52,83.26,368.64,66.11,126.89,42.18,142.7,54.93,36.89,469.7
20230101,61,내국인,관외,66.97,100.57,68.5,50.6,86.8,113.44,486.87,34.62,130.06,118.27,42.64,17.57,24.7,367.87,47.41,138.14,3.49,138.74,72.39,149.17,549.34
20230101,62,내국인,관내,79.54,30.42,24.5,31.99,46.33,44.89,257.67,79.14,44.45,100.44,107.85,7.58,53.67,393.13,28.24,46.99,131.53,65.72,92.67,130.92,496.06
20230101,62,내국인,관외,119.8,16.44,113.6,96.31,91.34,74.09,511.57,62.91,145.84,83.66,78.88,97.1,128.07,596.45,39.88,73.52,29.96,62.57,109.49,110.65,426.07
20230101,63,내국인,관내,95.78,32.13,144.38,138.29,125.68,4.21,540.47,72.56,44.3,84.84,74.24,111.45,22.04,409.41,97.52,53.47,38.83,113.04,28.85,142.88,474.59
20230101,63,내국인,관외,147.59,122.9,138.61,143.25,1.73,75.55,629.64,103.13,41.83,149.11,53.94,19.34,100.47,467.82,63.05,30.53,94.75,50.79,130.97,29.25,399.34
20230101,64,내국인,관내,39.79,101.35,110.52,65.3,17.84,92.38,427.18,29.82,147.89,37.3,41.11,89.08,3.47,348.67,124.18,128.01,34.65,78.03,92.83,87.44,545.14
20230101,64,내국인,관외,43.29,117.45,122.78,91.03,44.72,124.04,543.31,70.87,48.97,55.89,86.47,18.98,68.33,349.51,0.28,147.99,8.27,77.37,70.42,56.09,360.43
20230101,65,내국인,관내,14.36,94.88,4.27,94.78,15.34,53.42,277.05,38.2,66.1,15.32,44.25,53.73,107.14,324.74,72.22,144.88,16.54,24.5,14.5,53.99,326.63
20230101,65,내국인,관외,47.43,20.31,66.81,61.51,71.21,22.72,289.97,147.27,100.97,58.0,107.27,85.76,62.36,561.63,93.77,102.56,4.0,110.24,144.86,38.22,493.64
20230101,66,내국인,관내,47.81,50.65,108.06,26.73,140.46,15.74,389.45,38.19,86.93,138.29,148.43,108.22,54.89,574.94,58.01,27.01,12.3,147.13,16.32,134.18,394.95
20230101,66,내국인,관외,14.76,10.15,17.84,15.12,61.73,116.58,236.18,27.41,30.1,143.13,93.53,41.57,27.65,363.39,57.77,122.11,25.69,74.59,135.66,130.8,546.62
20230101,67,내국인,관내,5.09,1.82,143.94,111.93,36.57,80.93,380.28,62.5,84.34,139.01,149.02,11.12,94.02,540.01,137.58,104.29,10.53,24.51,7.77,126.54,411.22
20230101,67,내국인,관외,96.29,84.85,105.75,45.46,0.59,125.17,458.1,129.49,2.78,67.1,124.55,146.87,63.92,534.7,2.5,80.48,65.81,135.28,97.39,69.9,451.36
20230101,68,내국인,관내,77.23,98.76,134.23,141.8,130.86,27.66,610.54,79.81,21.68,94.43,112.11,34.04,144.58,486.66,15.3,44.54,93.7,82.46,89.48,71.49,396.97
20230101,68,내국인,관외,107.55,123.42,97.69,24.38,119.42,59.27,531.73,84.95,3.93,112.02,74.66,60.74,56.94,393.23,89.96,137.7,66.27,39.75,19.3,123.9,476.89
20230101,69,내국인,관내,132.77,94.34,72.77,0.27,18.68,66.41,385.24,136.94,89.47,70.81,123.68,85.5,19.48,525.87,132.67,121.31,132.32,62.5,132.05,119.35,700.19
20230101,69,내국인,관외,66.04,77.07,99.75,79.46,55.24,108.34,485.9,118.57,32.57,17.28,30.5,109.85,145.03,453.8,134.83,93.81,81.13,44.88,84.9,78.9,518.45
20230101,70,내국인,관내,137.64,135.23,100.77,145.61,34.36,76.63,630.24,91.23,46.83,97.96,105.28,5.75,86.5,433.55,51.01,118.72,134.83,12.32,70.19,95.69,482.76
20230101,70,내국인,관외,1.06,29.6,122.16,78.32,54.45,118.15,403.75,134.72,65.5,4.98,98.4,114.19,73.89,491.68,137.32,139.81,124.17,105.82,132.98,17.84,657.95
20230101,71,내국인,관내,44.37,39.01,20.78,98.61,141.44,141.08,485.28,127.11,61.15,24.33,83.89,54.96,0.63,352.07,21.18,48.79,62.0,21.51,45.61,81.39,280.48
